	language	language_tag	local_name	iso_639_3	iso_639_1	family/subfamily/genus	version_index	version_tag	version	default_version
1074	Miyobe	soy	Miyobe	soy		/	1104	SNT	Nkomine Fal Ritɛlɛ́	Yes
1075	Mizo ṭawng [Lushai]	lus	Mizo ṭawng	lus		Sino-Tibetan/Tibeto-Burman/Kuki-Chin	1048	MIZO	Common Language	No
1076	Mizo ṭawng [Lushai]	lus	Mizo ṭawng	lus		Sino-Tibetan/Tibeto-Burman/Kuki-Chin	253	MIZ	Old Version Bible	Yes
1077	Moba	mfq	Moba	mfq		/	2237	MOBANT07	Yiesu Lɑbɑmɑnn Muɑl Ni	Yes
1078	Mocoví	moc	Mocoví	moc		Guaicuruan//South Guaicuruan	332	MCV	La'qaatqa ñi qota'olec Qota'olec & Qota'olec Novita Na Qomyipi	Yes
1079	Mofu-Gudur	mif	Mofu-Gudur	mif		Afro-Asiatic/Chadic/Biu-Mandara	1785	MFI	Mejəwey-mey Mawiya	Yes
1080	Mogofin	mfg	Mogofin	mfg		/	2049	MOG	Ala la kitabuenu Mɔgɔfin kuma tɔ	Yes
1081	Mokole	mkl	Mokole	mkl		/	1034	MNKNT	Akabuu Titɔ̃i Idei Ilaaɔ	Yes
1082	Molima	mox	Molima	mox		/	1257	MOXNT	Yaubada ena vona gwalagwalana	Yes
1083	Mongo-Nkundu [Mongo]	lol	Mongo-Nkundu	lol		Niger-Congo/Benue-Congo/Bantoid	1495	NTMN58	The New Testament in Mongo-Nkundu 1958	Yes
1084	Monsang Naga	nmh	Monsang Naga	nmh		/	1868	MONSANG-BSI	Ethar Ttongdeen NT - BSI	Yes
1085	Mopán Maya	mop	Mopán Maya	mop		Mayan//Mayan	630	MOPNT	Le'ec Ada' U T'an A Dios A Tumulbene	Yes
1086	Morisyen [Mauritian]	mfe	Morisyen	mfe		other//Creoles and Pidgins	344	NTKM	Nouvo Testaman Dan Kreol Morisien	Yes
1087	Morokodo	mgc	Morokodo	mgc		/	1377	MKD	Morokodo	Yes
1088	Mossi	mos	Mossi	mos		Niger-Congo/Gur/Northern-Central Gur	1217	SSDC98	SEBR SÕNGO	Yes
1089	Mountain Koiali	kpx	Mountain Koiali	kpx		Trans-New Guinea//Koiarian	1074	KPXNT	Iesu Keliso Hotoe Tumu	Yes
1090	Moxos [Ignaciano]	ign	Moxos	ign		Arawakan//Bolivia-Parana	788	IGNNT	Eta Táurinaquene máechajiriruvahi ema Viya eta viyehe, ticaijare puito Eta Nuevo Testamento	No
1091	Moxos [Ignaciano]	ign	Moxos	ign		Arawakan//Bolivia-Parana	245	IGB	Táurinakene máechejiriruwa’i ema Viya tikaijare	Yes
1092	Moyon Naga	nmo	Moyon Naga	nmo		/	1046	MOYO	ITHAR CHONGHAK	Yes
1093	Mro-Khimi Chin	cmr	Mro-Khimi Chin	cmr		/	2473	MRO1	Mro-Mro New Testament 2006	Yes
1094	Mufian	aoj	Mufian	aoj		Torricelli//Kombio-Arapesh	958	AOJFNT	Basef Buꞌwami Godi	No
1095	Mufian	aoj	Mufian	aoj		Torricelli//Kombio-Arapesh	952	AOJMNT	Basef Buꞌwami Godi	Yes
1096	Muinane	bmr	Muinane	bmr		Huitotoan//Boran	523	BMRNT	Moocaani iijɨ	Yes
1097	Mukulu	moz	Mukulu	moz		Afro-Asiatic/Chadic/East Chadic	2433	MOZ	Gergiko	Yes
1098	Mum	kqa	Mum	kqa		/	2076	MUMNP18	Mum Tok Ples	Yes
1099	Mumuye	mzm	Mumuye	mzm		Niger-Congo/Adamawa-Ubangi/Mumuye-Yandang	2069	MZMNT	Nyaa Shɔɔ Ɓɔɔ Laa a Ɓɛɛ	Yes
1100	Mundang	mua	Mundang	mua		Niger-Congo/Adamawa-Ubangi/Mbumic	863	MUAR	Version révisée avec note explicatives	Yes
1101	Mundani	mnf	Mundani	mnf		Niger-Congo/Benue-Congo/Bantoid	2208	MNF	MèngàꞋa Kèkweelè Fi Mbɔ̧ɔ̧mà	Yes
1102	Mundurukú	myu	Mundurukú	myu		Tupian//Munduruku	662	MYUNT	Deus ekawẽntup Kawẽn iisuat ekawẽn	Yes
1103	Murle	mur	Murle	mur		Eastern Sudanic//Surmic	2383	MUR	ZƆƆZ O JOOWO	Yes
1104	Murui Huitoto	huu	Murui Huitoto	huu		Huitotoan//Huitoto	596	HUUNT	Jusiñamui uai: Jusiñamui jito rafue illa rabenico	Yes
1105	Murut Timugon [Timugon Murut]	tih	Murut Timugon	tih		Austronesian//North Borneo	99	TMT	Tanou Moonsoi Timugon	Yes
1106	Musey	mse	Musey	mse		/	1130	BMS	Boy Lonana	Yes
1107	Musgu [Mousgoum]	mug	Musgu	mug		Afro-Asiatic/Chadic/Biu-Mandara	1855	MUSGUM	Ɗû na sɗik na wiini Alaw	Yes
1108	Mussau-Emira	emi	Mussau-Emira	emi		Austronesian/Eastern Malayo-Polynesian/Oceanic	1123	EMIPOR	Mussau-Emira Bible	Yes
1109	Mutu	tuc	Mutu	tuc		/	473	TUCONT	Maaron Saveeŋ Toni Patabuaŋ	No
1110	Mutu	tuc	Mutu	tuc		/	470	TUCNT	Maaron Saveeŋ Tooni Patabuyaaŋ	Yes
1111	Muyang	muy	Muyang	muy		/	1142	MUYNT	Ma Mʉweni Sulumani ge Melefit	Yes
1112	Muyuw	myw	Muyuw	myw		Austronesian/Eastern Malayo-Polynesian/Oceanic	1342	MYW	Nupela Testamen long tokples Muyuw long Niugini	Yes
1113	Mwan	moa	Mwan	moa		/	1789	MOANT	-JAN ꞌNRALE- ꞌSƐWƐ	Yes
1114	Mwani	wmw	Mwani	wmw		/	1148	WMWBI	Habari Ngema	Yes
1115	Mwera (Chimwera)	mwe	Mwera (Chimwera)	mwe		Niger-Congo/Benue-Congo/Bantoid	2370	SHIMWELA	Malagano ga Ambi	Yes
1116	Màaya [Yucateco]	yua	Màaya	yua		Mayan//Mayan	324	MAYABI	Biblia Maya	Yes
1117	Mündü	muh	Mündü	muh		Niger-Congo/Adamawa-Ubangi/Ubangi	1792	MUHNTPO	To Ngü Mürü ka Me bete Gina Ngü (S Sudan)	Yes
1118	Māori [Maori]	mri	Māori	mri	mi	Austronesian/Eastern Malayo-Polynesian/Oceanic	94	MRI1952	Te Paipera Tapu 1952	Yes
1119	Māori Kūki 'Āirani [Cook Islands Maori (Rarotongan)]	rar	Māori Kūki 'Āirani	rar		/	1847	CIMB	Bibilia Tapu	Yes
1120	Māori Kūki 'Āirani [Cook Islands Maori (Rarotongan)]	rar	Māori Kūki 'Āirani	rar		/	1127	CIMRNT	Te Koreromotu Ou - Reo Maori Kuki Airani	No
1121	Naasioi	nas	Naasioi	nas		East Bougainville//East Bougainville	1338	NASNTPO	Kara Naroong-anta Nerakung Kongarana'	Yes
1122	Nabak	naf	Nabak	naf		Trans-New Guinea//Finisterre-Huon	1132	NAFNT	Kawawaŋgalen Tâtâ Alakŋaŋ	Yes
1123	Nadëb	mbj	Nadëb	mbj		Nadahup//Nadahup	452	MBJNT	New Testament in Nadëb	Yes
1124	Nahuat Eastern Huasteca [Eastern Huasteca Nahuatl]	nhe	Nahuat Eastern Huasteca	nhe		/	747	NHEBI	Itlajtol toteco: Santa Biblia	No
1125	Nahuat Eastern Huasteca [Eastern Huasteca Nahuatl]	nhe	Nahuat Eastern Huasteca	nhe		/	225	NHENT	Ya ni nopa yancuic tlajtoli tlen toteco toca mocajtoc; El Nuevo Testamento de nuestro Señor Jesucristo en el náhuatl de la Huasteca Oriental	Yes
1126	Nahuatl [Sierra Negra Nahuatl]	nsu	Nahuatl	nsu		/	1725	NSUNT	El Nuevo Testamento	Yes
1127	Nahuatl Zacatlán-Ahuacatlán-Tepetzintla [Zacatlán-Ahuacatlán-Tepetzintla Nahuatl]	nhi	Nahuatl Zacatlán-Ahuacatlán-Tepetzintla	nhi		/	366	NHINT	In Yancuic Tlahtolsintilil	Yes
1128	Nakanai	nak	Nakanai	nak		Austronesian/Eastern Malayo-Polynesian/Oceanic	1133	NAKNT	La Buk Tabu ale halaba te la valolo ale taritigi te Iesus Kraist	Yes
1129	Nakawēmowin [Northwestern Ojibwa]	ojb	Nakawēmowin	ojb		/	1119	OJBR	Ojibwe Kihcimasina'ikan	No
1130	Nakawēmowin [Northwestern Ojibwa]	ojb	Nakawēmowin	ojb		/	1113	OJBS	ᐅᒋᐺ ᑭᒋᒪᓯᓇᐃᑲᓐ	Yes
1131	Nali	nss	Nali	nss		/	1453	NSSP	Nongan Hiyan	Yes
1132	Namiae	nvm	Namiae	nvm		/	1181	NVMNT	Godon Vuak Ma Ijin	Yes
1133	Nangnda [Bedjond]	bjv	Nangnda	bjv		/	331	BJVNT	KƗLӘ-MƗNDƗ KƗ SƗGƗ	Yes
1134	Nangnda [Bedjond]	bjv	Nangnda	bjv		/	1445	BJVDBL	bjv Makɨtɨbɨ lə Luwə kɨ ta Nangɨnda	No
1135	Naro	nhr	Naro	nhr		Khoe-Kwadi//Khoe-Kwadi	1136	NNT	Ka̱bas Qae-xg'ae sa	Yes
1136	Naskapi	nsk	Naskapi	nsk		Algic//Algonquian	2496	ᓇᔅᑲᐱ	ᒋᓴᒪᓂᑐ ᐅᑦ ᐃᔨᒧᐅᓐ - ᒋᒋᒥᓯᓇᐃᑭᓐ	Yes
1137	Natqgu [Natügu]	ntu	Natqgu	ntu		Austronesian/Eastern Malayo-Polynesian/Oceanic	1908	NTU	Nzryrngrkxtr Kc Ate Rut x Sam	Yes
1138	Navajo	nav	Navajo	nav	nv	Na-Dene//Athapaskan	1098	NVJOB	Navajo Bible	Yes
1139	Nawuri	naw	Nawuri	naw		/	1836	NAW	Ɩbwaarɛ Katɔwɛ Kyula Pʋpwɛ	Yes
1140	Ndali	ndh	Ndali	ndh		/	2523	NDALI	ULwitikano uLupya	Yes
1141	Ndamba	ndj	Ndamba	ndj		/	1038	NDBV	Lilaghanu lya shonu	Yes
1142	Ndandi [Nande]	nnb	Ndandi	nnb		Niger-Congo/Benue-Congo/Bantoid	1833	KB80	AMASAKO ABOYTRTRE WA NYAMUHANGA AWAKAHULAWA MO BIBLIA	No
1143	Ndandi [Nande]	nnb	Ndandi	nnb		Niger-Congo/Benue-Congo/Bantoid	1493	NTN62	Nouveau Testament et Psaumes en Ndandi Version 1962	Yes
1144	Ndau	ndc	Ndau	ndc		/	1694	NDAU	Bhaibheri Rakachena muChindau	Yes
1145	Ndogo	ndz	Ndogo	ndz		Niger-Congo/Adamawa-Ubangi/Ubangi	1793	NDZNT	Ngú bà toko nambeè mì Mbíṛì ta ndâ ꞌduù	Yes
1146	Nederlands [Dutch]	nld	Nederlands	nld	nl	Indo-European//Germanic	1276	BB	BasisBijbel	No
1147	Nederlands [Dutch]	nld	Nederlands	nld	nl	Indo-European//Germanic	2307	NLD1939	De Heilige Schrift, Petrus Canisiusvertaling, 1939	No
1148	Nederlands [Dutch]	nld	Nederlands	nld	nl	Indo-European//Germanic	1990	HSV	Herziene Statenvertaling	No
1149	Nederlands [Dutch]	nld	Nederlands	nld	nl	Indo-European//Germanic	75	HTB	Het Boek	Yes
1150	Nederlands [Dutch]	nld	Nederlands	nld	nl	Indo-European//Germanic	328	NBG51	NBG-vertaling 1951	No
1151	Nederlands [Dutch]	nld	Nederlands	nld	nl	Indo-European//Germanic	165	SV-RJ	Statenvertaling Jongbloed-editie	No
1152	Nehan	nsn	Nehan	nsn		Austronesian/Eastern Malayo-Polynesian/Oceanic	428	NSNNT	O uelhire uaia	Yes
1153	Nek	nif	Nek	nif		/	1448	NIFPNT	Sampela hap Nupela Testamen long tokples Nek long Niugini	Yes
1154	Nend	anh	Nend	anh		Trans-New Guinea//Madang	2267	NENDNP03	MAK Yakŋ Ohɨrand Ya Imbɨr Makɨv Mpamar	Yes
1155	Ngambay	sba	Ngambay	sba		Central Sudanic//Bongo-Bagirmi	516	BN89	Bible ngambaï 1989	Yes
1156	Ngangam	gng	Ngangam	gng		/	474	GNGNT	Uwien ya Jɔtiefɛ̀nku ya gbɔnku	Yes
1157	Ngawn Chin	cnw	Ngawn Chin	cnw		/	2487	NBF1	Ngawm Bible	Yes
1158	Ngindo	nnq	Ngindo	nnq		/	1674	NNQNT	Ngindo New Testament	Yes
1159	Ngiti	niy	Ngiti	niy		Central Sudanic//Lendu	1431	NIY	UNGBÒTA-ƆWɄ́TÁ TƆ́ BHǓKÙ	Yes
1160	Ngochang [Achang]	acn	Ngochang	acn		Sino-Tibetan/Tibeto-Burman/Burmese-Lolo	373	NGCL	Ngochang Common Language Bible	Yes
1161	Ngombe [Ngombe (Democratic Republic of Congo)]	ngc	Ngombe	ngc		Niger-Congo/Benue-Congo/Bantoid	1490	NTNG61	Nouveau Testament en Ngombe 1961	Yes
1162	Ngudradrekai [Rukai]	dru	Ngudradrekai	dru		Austronesian//Rukai	1805	NDV	Ngudradreadrekadhane Ka Sisiu 魯凱語聖經	Yes
1163	Ngulu	ngp	Ngulu	ngp		/	1043	NGBV	Ndagano mp'ya kwa wanth'u wose	Yes
1164	Ngyemboon (Ngiemboon) [Ngiemboon]	nnh	Ngyemboon (Ngiemboon)	nnh		/	299	NGBM	Nouveau Testament en Ngienboum	Yes
1165	Ngäbere	gym	Ngäbere	gym		Chibchan//Guaymiic	601	GYMNT	Kukwe kuin ngöbökwe	Yes
1166	Nibong [Western Penan]	pne	Nibong	pne		/	134	RJ	Rengah Jian	Yes
1167	Nii	nii	Nii	nii		/	1151	NIINT	Gos Nge Ek Ka Ei Sinim Kin Ngołum	Yes
1168	Nimoa	nmw	Nimoa	nmw		/	1648	NMWS	Metiu ge Efeso	Yes
1169	Ninzo	nin	Ninzo	nin		/	367	NINNT	Ungbamvu Ku Abachi Azhi Ahe̲he̲ Ka	No
1170	Niwaklé [Nivaclé (Paraguay)]	cag	Niwaklé	cag		Matacoan//Matacoan	1486	NIVA	Nivaclé Bible	Yes
1171	Niwaklé [Nivaclé (Paraguay)]	cag	Niwaklé	cag		Matacoan//Matacoan	2313	NVKCAG	Pa Dios Tasinôijoom Nôqueesh	No
1172	Nkonya	nko	Nkonya	nko		Niger-Congo//Kwa	255	NKO	Bulu Ntam Pɔpwɛ mʋ́a Israel Ɩlʋ	Yes
1173	Nobonob	gaw	Nobonob	gaw		/	943	GAWNT	KAYAKNU NAI Tituanak Bau	Yes
1174	Nocte Naga	njb	Nocte Naga	njb		Sino-Tibetan/Tibeto-Burman/Northern Naga	1051	NOKT	NIEMNYAN	Yes
1175	Nomaande	lem	Nomaande	lem		/	1775	LEM	Yɔɔ́sɔɔ́sɔ yí Bumbénú (Cameroun)	Yes
1176	Nomatsiguenga	not	Nomatsiguenga	not		Arawakan//Pre-Andine Arawakan	647	NOTNT	Irinibare Tosorintsi Ocomantëgotëri Antigomi Jesoquirisito	Yes
1177	Noon	snf	Noon	snf		Niger-Congo/Atlantic/Cangin	1646	SNFDBL	Hewhewii winéwí'wii Kooh Kifiiliimunkii ki'askii	Yes
1178	Noone	nhu	Noone	nhu		Niger-Congo/Benue-Congo/Bantoid	461	NHUNT	Ŋwa' Nyo' Moŋkan mo Monfɛm	Yes
1179	Nopala Chatino	cya	Nopala Chatino	cya		Oto-Manguean//Zapotecan	1249	CYANT	El Nuevo Testamento	Yes
1180	Norsk: bokmål [Norwegian Bokmål]	nob	Norsk: bokmål	nob	nb	Indo-European//Germanic	2321	BGO_HVER	Bibelen - Guds Ord Hverdagsbibelen (Hermon Forlag)	No
1181	Norsk: bokmål [Norwegian Bokmål]	nob	Norsk: bokmål	nob	nb	Indo-European//Germanic	29	N11BM	Bibelen 2011 bokmål	No
1182	Norsk: bokmål [Norwegian Bokmål]	nob	Norsk: bokmål	nob	nb	Indo-European//Germanic	2216	BGO	Bibelen – Guds Ord 2017	No
1183	Norsk: bokmål [Norwegian Bokmål]	nob	Norsk: bokmål	nob	nb	Indo-European//Germanic	121	NORSK	Det Norsk Bibelselskap 1930	No
1184	Norsk: bokmål [Norwegian Bokmål]	nob	Norsk: bokmål	nob	nb	Indo-European//Germanic	115	ELB	En Levende Bok	No
1185	Norsk: bokmål [Norwegian Bokmål]	nob	Norsk: bokmål	nob	nb	Indo-European//Germanic	102	NB	Norsk Bibel 88/07	Yes
1186	Norsk: bokmål [Norwegian Bokmål]	nob	Norsk: bokmål	nob	nb	Indo-European//Germanic	30	N78BM	The Bible in Norwegian 1978/85 bokmål	No
1187	Norsk: nynorsk [Norwegian Nynorsk]	nno	Norsk: nynorsk	nno	nn	/	2025	N38NN	Bibelen 1938 Nynorsk	No
1188	Norsk: nynorsk [Norwegian Nynorsk]	nno	Norsk: nynorsk	nno	nn	/	120	N78NN	Bibelen 1978/85 nynorsk	Yes
1189	Norsk: nynorsk [Norwegian Nynorsk]	nno	Norsk: nynorsk	nno	nn	/	119	N11NN	Bibelen 2011 nynorsk	No
1190	North Bolivian Quechua	qul	North Bolivian Quechua	qul		/	263	QNBNT	Dios Tatanchispaq Musuq Rimayninkuna	No
1191	North Bolivian Quechua	qul	North Bolivian Quechua	qul		/	646	QULNT	Mosoj Testamento	Yes
1192	North Junín Quechua	qvn	North Junín Quechua	qvn		Quechuan//Quechuan	663	QVNNT	Tayta Diospa Guepacag Testamentun	Yes
1193	North Mofu	mfk	North Mofu	mfk		/	551	MOF	Mofu Gudur New Testament	Yes
1194	North Tairora	tbg	North Tairora	tbg		Trans-New Guinea//Eastern Highlands	867	TBGNTPO	Qaraaka uva tivatora	Yes
1195	North Tanna	tnn	North Tanna	tnn		/	1228	TNNNT	Naoa rəha uhgɨn nəniəkɨsən wi	Yes
1196	Northeastern Dinka	dip	Northeastern Dinka	dip		Eastern Sudanic//Nilotic	2152	DIP-JPB	JAM DE NHIALIC 2011	Yes
1197	Northern Emberá	emp	Northern Emberá	emp		Choco//Choco	353	EMPNTPO	Ãcõrẽ Bed̶ea	Yes
1198	Northern Haida	hdn	Northern Haida	hdn		Haida//Haida	2498	HAIDA	Haida Matthew, Luke, John and Acts 1891-99	Yes
1199	Northern Kankanay	xnn	Northern Kankanay	xnn		/	1344	XNNNT	Kalin Apo Dios	Yes
1200	Northern Katang	ncq	Northern Katang	ncq		/	2075	NCQ	ປັຣນາຍ ເຢືາງ ເຈົາຣາຊີ  ປັຣຄັນ ຕາໄມ ປັຣນາຍ ກາຕາງ (ພາສາກາຕາງ)ປັຣນາຍ ເຢືາງ ເຈົາຣາຊີ  ປັຣຄັນ ຕາໄມ ປັຣນາຍ ກາຕາງ (ພາສາກາຕາງ)	Yes
1201	Northern Oaxaca Nahuatl	nhy	Northern Oaxaca Nahuatl	nhy		/	712	NHYNT	Itlajtol totajtzin Dios = El Nuevo Testamento	Yes
1202	Northern Paiute	pao	Northern Paiute	pao		Uto-Aztecan//Numic	658	PAONT	Te Naa Besa Unnepu	Yes
1203	Northern Pastaza Quichua	qvz	Northern Pastaza Quichua	qvz		/	718	QVZNT	Diospa shimi	Yes
1204	Northern Puebla Nahuatl	ncj	Northern Puebla Nahuatl	ncj		Uto-Aztecan//Aztecan	783	NCJNT	In yancuic mononotzalistli ica Totecohtzin Jesucristo	Yes
1205	Northern Tepehuan	ntp	Northern Tepehuan	ntp		Uto-Aztecan//Tepiman	764	NTPNT	Diuusi ñiooquidʌ utuducami oodamicʌdʌ	Yes
1206	Northern Thai	nod	Northern Thai	nod		/	1907	NODTHNT	พระคริสตธรรมคัมภีร ภาคพันธสัญญาใหม	Yes
1207	Northern Tlaxiaco Mixtec	xtn	Northern Tlaxiaco Mixtec	xtn		/	1561	XTNNTPLUS	El Nuevo Testamento y unos libros del Antiguo Testamento	Yes
1208	Northwest Gbaya	gya	Northwest Gbaya	gya		Niger-Congo//Gbaya-Manza-Ngbaka	871	GB11	KALATA KO SƆ̧	No
1209	Northwest Gbaya	gya	Northwest Gbaya	gya		Niger-Congo//Gbaya-Manza-Ngbaka	868	GB11DC	Kalata Ko SƆ̧ DC	Yes
1210	Ntcham	bud	Ntcham	bud		Niger-Congo/Gur/Northern-Central Gur	2235	BASSARDC	UNIMBƆTI NYƆƆBUNDI GBƆŊKU	Yes
1211	Nuer	nus	Nuer	nus		Eastern Sudanic//Nilotic	2155	NUSNHB	RUAC KUƆTH IN RƐL RƆ	Yes
1212	Nukna	klt	Nukna	klt		/	937	KLT	Miti yan Papia	Yes
1213	Nukumanu	nuq	Nukumanu	nuq		/	2543	NUQ	Nukumanu	Yes
1214	Numanggang	nop	Numanggang	nop		/	801	NOPNTPO	Bepaŋ'walaŋ yofolok kobuli tiŋa kap	Yes
1215	Nunggubuyu	nuy	Nunggubuyu	nuy		Gunwinyguan/Gunwinyguan/Nunggubuyu	1333	NUYNTPO	Ana-Maṉngulg Ana-Wubiba -- Anu-gadhuwa Ana-lhaawu	Yes
1216	Nyabwa	nwb	Nyabwa	nwb		/	2386	NWBNT	-YBHƐYBHƐTITELRE	Yes
1217	Nyakyusa-Ngonde	nyy	Nyakyusa-Ngonde	nyy		/	2399	NYB96	Biblia Umwikemo 1996	No
1218	Nyakyusa-Ngonde	nyy	Nyakyusa-Ngonde	nyy		/	2326	NYAK	Ʉlwitɨkano Ʉlʉpya	Yes
1219	Nyankole	nyn	Nyankole	nyn		Niger-Congo/Benue-Congo/Bantoid	1434	RR64	Baibuli Erikwera 1964	Yes
1220	Nyindrou	lid	Nyindrou	lid		/	1106	LIDNTPO	Sahou ta Kindrei	Yes
1221	Nyishi	njz	Nyishi	njz		Sino-Tibetan/Tibeto-Burman/Tani	1536	NISS	DVRWQ PVVB	Yes
1222	Nyishi	njz	Nyishi	njz		Sino-Tibetan/Tibeto-Burman/Tani	2336	NYISHI-BSI	DVRWQ PVVB (BSI)	No
1223	Nyole	nuj	Nyole	nuj		/	2332	NUJ	Endagaano Epyaha mu Lunyole	Yes
1224	Nyoongar [Nyunga]	nys	Nyoongar	nys		Pama-Nyungan//Western Pama-Nyungan	2252	NYSNTPO	Warda Kwabba Luke-ang	Yes
1225	Nyoro	nyo	Nyoro	nyo		Niger-Congo/Benue-Congo/Bantoid	2515	BRR64	Bible in Runyoro-Rutooro 1964 Version	Yes
1226	Nyungwe	nyu	Nyungwe	nyu		/	2347	NYNT	ciNyungwe Bibliya	Yes
1227	Nēhinawēwin [Cree: Moose]	crm	Nēhinawēwin	crm		/	483	MCNT91	ᐅᔅᑭ ᑎᔅᑌᒥᓐᑦ	Yes
1228	ODIA [Oriya]	ory	ODIA	ory		/	1886	ORYIRV	ଓଡିଆ ବାଇବେଲ	No
1229	ODIA [Oriya]	ory	ODIA	ory		/	1962	ODIA-CL-BSI	ପବିତ୍ର ବାଇବଲ (CL) NT - BSI	No
1230	ODIA [Oriya]	ory	ODIA	ory		/	1749	ODIAOV-BSI	ପବିତ୍ର ବାଇବଲ (Re-edited) - (BSI)	Yes
1231	Obo Manobo	obo	Obo Manobo	obo		/	425	OBONT	Moppiyon Dinoggan, Moka-atag ki Disas Krays	Yes
1232	Obolo	ann	Obolo	ann		Niger-Congo/Benue-Congo/Cross River	1587	OBOLO	Ikpa Mbuban	Yes
1233	Obolo	ann	Obolo	ann		Niger-Congo/Benue-Congo/Cross River	1582	ANNA	Ikpa Mbuban Eyi Katolik	No
1234	Ocotepec Mixtec	mie	Ocotepec Mixtec	mie		Oto-Manguean//Mixtecan	785	MIENT	Nuevo Testamento en mixteco de Ocotepec	Yes
1235	Ocotlán Zapotec	zac	Ocotlán Zapotec	zac		/	766	ZACNT	Dizaʼquë shtë Dios con dizë	Yes
1236	Odoodee	kkc	Odoodee	kkc		/	1408	KKC	Odoodee Baibel	Yes
1237	Odual	odu	Odual	odu		/	2269	OḌU	Ooḅi Adōm Aghuḍum	Yes
1238	Ogea	eri	Ogea	eri		/	1671	ERI	ITOU NOMO HILOU BEELE	Yes
1239	Ojitlán Chinantec	chj	Ojitlán Chinantec	chj		/	2127	CHJNT	Nuevo Testamento en Chinanteco Ojitlan	Yes
1240	Okphela [Ivbie North-Okpela-Arhe]	atg	Okphela	atg		/	350	ATGNT	Ebe-No-Pfuasẹ Ishobọ Onogbọ	Yes
1241	Oksapmin	opm	Oksapmin	opm		//	1183	OPMNT	Got orhe meng brak ban	Yes
1242	Olo	ong	Olo	ong		Torricelli//Wapei-Palei	1187	ONGNT	Il Teingipe Ma Ili Topwepe Lapiri Lirouku	Yes
1243	Oniyan	bsc	Oniyan	bsc		Niger-Congo/Atlantic/Tenda	1556	BSCDBL	Akayëta and eter ekaŝax aŋ. Akayëta Añanar aŋ	Yes
1244	Ono	ons	Ono	ons		Trans-New Guinea//Finisterre-Huon	1569	ONSNT	Yesu Kristo Wane Kisi Maep Don	Yes
1245	Orokaiva	okv	Orokaiva	okv		Trans-New Guinea//Binanderean	1179	OKVNT	God Ta Duru Javotoho	Yes
1246	Orya Papua	ury	Orya Papua	ury		Tor-Orya//Orya	2177	URY	Alap mo Ol Ëse, zëre mo zi niban de ol ziaha-en gu hup dena	Yes
1247	OshiNdonga [Ndonga]	ndo	OshiNdonga	ndo	ng	Niger-Congo/Benue-Congo/Bantoid	372	ONDB	Ombiimbeli Ondjapuki	Yes
1248	Oshikwanyama (Kwanyama) [Kuanyama]	kua	Oshikwanyama (Kwanyama)	kua	kj	/	469	OKYB	Ombibeli Iyapuki	Yes
1249	Ossetian	oss	Ossetian	oss		Indo-European//Iranian	2422	OSSOTP	Ossetic Bible. OT portion	Yes
1250	Otom Querétaro [Querétaro Otomi]	otq	Otom Querétaro	otq		Oto-Manguean//Otomian	259	OTQNT	Àr 'ra'yo nkohi Jö har ñhöñhö maxei nto̱ngwi ár mahwifi har ha̱i m'onda ne har ñhömfo̱	Yes
1251	Otomi Mezquital [Mezquital Otomi]	ote	Otomi Mezquital	ote		Oto-Manguean//Otomian	258	OTENT	Ra 'Ra'yo Testamento	Yes
1252	Otuho	lot	Otuho	lot		/	2154	EA2003	Ecorit Aŋejuk 2003	Yes
1253	Ozolotepec Zapotec	zao	Ozolotepec Zapotec	zao		/	707	ZAONT	Diiz kuu ndyaadno yalnaban	Yes
1254	Ozumacín Chinantec	chz	Ozumacín Chinantec	chz		/	710	CHZNTPS	New Testament and Psalms in Chinantec, Ozumacín	Yes
1255	Oʻzbekcha (Ўзбекча) [Uzbek]	uzn	Oʻzbekcha (Ўзбекча)	uzn		Altaic//Turkic	1939	UZLBC	Muqaddas Kitob	No
1256	Oʻzbekcha (Ўзбекча) [Uzbek]	uzn	Oʻzbekcha (Ўзбекча)	uzn		Altaic//Turkic	1730	UZB	Муқаддас Китоб	Yes
1257	Paama	pma	Paama	pma		Austronesian/Eastern Malayo-Polynesian/Oceanic	1435	PMA	Paama Bible	Yes
1258	Paama	pma	Paama	pma		Austronesian/Eastern Malayo-Polynesian/Oceanic	1839	PMA	Tus Votut en selusien ten out Voum	No
1259	Paasaal	sig	Paasaal	sig		/	1978	SIGDBLNT	Wɩɩsɩ Nyʋʋfalɩɩ Teŋ (Ghana)	Yes
1260	Pacoh	pac	Pacoh	pac		Austro-Asiatic/Mon-Khmer/Katuic	2276	PACLATNNT	Parnai Yang Arbang-pilŏ́ng: Tám Uraq Tamme Cang Cadô	Yes
1261	Paicî	pri	Paicî	pri		/	486	PRINT	Tii Pwicîri: Âmu Aamwari naa na cî	Yes
1262	Paite [Paite Chin]	pck	Paite	pck		Sino-Tibetan/Tibeto-Burman/Kuki-Chin	1870	PAITE-BSI	Pathian Laisiangthou - BSI	Yes
1263	Palikúr	plu	Palikúr	plu		Arawakan//Eastern Arawakan	2022	PLUPB	Uhokri Gahegbetawni Nukune akak Sawmus	No
1264	Palikúr	plu	Palikúr	plu		Arawakan//Eastern Arawakan	1165	PLUNT	Uhokri Gannasan	Yes
1265	Pampanga	pam	Pampanga	pam		Austronesian//Central Luzon	1141	PMPV	Ing Mayap a Balita Biblia	Yes
